"Address","Packets","Bytes","Tx Packets","Tx Bytes","Rx Packets","Rx Bytes","Country","City","AS Number","AS Organization"
"1.38.227.188",3,156,0,0,3,156,"","","",""
"1.39.7.129",1,52,0,0,1,52,"","","",""
"1.39.56.29",1,52,0,0,1,52,"","","",""
"1.39.205.113",1,52,0,0,1,52,"","","",""
"1.44.25.245",1,52,0,0,1,52,"","","",""
"1.44.25.250",2,104,0,0,2,104,"","","",""
"1.44.79.110",1,52,0,0,1,52,"","","",""
"1.45.31.178",1,52,0,0,1,52,"","","",""
"1.45.74.174",1,52,0,0,1,52,"","","",""
"1.45.85.161",1,52,0,0,1,52,"","","",""
"1.45.190.158",1,52,0,0,1,52,"","","",""
"1.45.201.136",1,52,0,0,1,52,"","","",""
"1.45.231.245",2,104,0,0,2,104,"","","",""
"1.45.254.22",1,52,0,0,1,52,"","","",""
"1.46.69.87",6,312,0,0,6,312,"","","",""
"1.46.85.30",1,52,0,0,1,52,"","","",""
"1.46.87.113",4,208,0,0,4,208,"","","",""
"1.46.113.142",3,156,0,0,3,156,"","","",""
"1.46.151.1",1,52,0,0,1,52,"","","",""
"1.46.152.156",1,52,0,0,1,52,"","","",""
"1.46.163.254",4,208,0,0,4,208,"","","",""
"1.46.216.36",2,104,0,0,2,104,"","","",""
"1.46.223.20",1,52,0,0,1,52,"","","",""
"1.47.90.215",1,52,0,0,1,52,"","","",""
"1.47.97.205",1,52,0,0,1,52,"","","",""
"1.47.125.54",4,208,0,0,4,208,"","","",""
"1.47.133.220",1,52,0,0,1,52,"","","",""
"1.47.181.3",3,156,0,0,3,156,"","","",""
"1.47.209.22",1,52,0,0,1,52,"","","",""
"1.47.234.45",1,52,0,0,1,52,"","","",""
"1.51.88.236",1,52,0,0,1,52,"","","",""
"1.58.35.137",1,52,0,0,1,52,"","","",""
"1.58.60.123",2,104,0,0,2,104,"","","",""
"1.58.62.149",1,52,0,0,1,52,"","","",""
"1.64.2.25",1,52,0,0,1,52,"","","",""
"1.64.69.98",1,52,0,0,1,52,"","","",""
"1.65.31.223",1,52,0,0,1,52,"","","",""
"1.65.32.195",1,52,0,0,1,52,"","","",""
"1.65.116.26",1,52,0,0,1,52,"","","",""
"1.65.154.84",10,520,0,0,10,520,"","","",""
"1.65.190.203",1,52,0,0,1,52,"","","",""
"1.65.197.22",2,104,0,0,2,104,"","","",""
"1.65.205.220",2,104,0,0,2,104,"","","",""
"1.66.81.18",1,52,0,0,1,52,"","","",""
"1.66.95.112",1,52,0,0,1,52,"","","",""
"1.66.115.92",2,104,0,0,2,104,"","","",""
"1.66.171.253",1,52,0,0,1,52,"","","",""
"1.67.195.231",1,52,0,0,1,52,"","","",""
"1.72.16.172",2,104,2,104,0,0,"","","",""
"1.76.24.48",1,52,0,0,1,52,"","","",""
"1.76.49.173",1,52,0,0,1,52,"","","",""
"1.76.134.40",1,52,0,0,1,52,"","","",""
"1.76.195.36",1,52,0,0,1,52,"","","",""
"1.81.56.123",14,728,0,0,14,728,"","","",""
"1.81.62.119",1,52,0,0,1,52,"","","",""
"1.81.206.193",1,52,0,0,1,52,"","","",""
"1.87.115.92",5,260,0,0,5,260,"","","",""
"1.90.245.211",4,208,0,0,4,208,"","","",""
"1.91.232.50",3,156,0,0,3,156,"","","",""
"1.96.90.214",2,104,2,104,0,0,"","","",""
"1.96.124.136",4,208,0,0,4,208,"","","",""
"1.96.125.66",1,52,0,0,1,52,"","","",""
"1.96.140.10",2,104,2,104,0,0,"","","",""
"1.96.140.25",2,104,0,0,2,104,"","","",""
"1.96.140.215",1,52,0,0,1,52,"","","",""
"1.96.142.135",1,52,0,0,1,52,"","","",""
"1.96.142.189",5,260,0,0,5,260,"","","",""
"1.96.142.199",1,52,0,0,1,52,"","","",""
"1.96.142.211",1,52,0,0,1,52,"","","",""
"1.96.146.133",1,52,0,0,1,52,"","","",""
"1.96.146.236",1,52,0,0,1,52,"","","",""
"1.96.149.57",1,52,0,0,1,52,"","","",""
"1.96.149.69",1,52,0,0,1,52,"","","",""
"1.96.149.253",1,52,0,0,1,52,"","","",""
"1.96.151.146",1,52,1,52,0,0,"","","",""
"1.96.152.168",1,52,0,0,1,52,"","","",""
"1.96.166.26",2,104,0,0,2,104,"","","",""
"1.96.166.73",1,52,0,0,1,52,"","","",""
"1.96.166.88",1,52,0,0,1,52,"","","",""
"1.96.166.164",2,104,0,0,2,104,"","","",""
"1.96.166.173",4,208,0,0,4,208,"","","",""
"1.96.166.199",8,416,0,0,8,416,"","","",""
"1.96.166.213",8,416,0,0,8,416,"","","",""
"1.96.166.223",1,52,0,0,1,52,"","","",""
"1.96.167.6",14,728,0,0,14,728,"","","",""
"1.96.167.9",30,1560,0,0,30,1560,"","","",""
"1.96.167.17",10,520,0,0,10,520,"","","",""
"1.96.167.26",1,52,0,0,1,52,"","","",""
"1.96.167.40",7,364,0,0,7,364,"","","",""
"1.96.167.54",8,416,0,0,8,416,"","","",""
"1.96.167.70",16,832,0,0,16,832,"","","",""
"1.96.167.79",15,780,0,0,15,780,"","","",""
"1.96.167.85",7,364,0,0,7,364,"","","",""
"1.96.167.103",18,936,0,0,18,936,"","","",""
"1.96.167.106",1,52,0,0,1,52,"","","",""
"1.96.167.122",13,676,0,0,13,676,"","","",""
"1.96.167.199",8,416,0,0,8,416,"","","",""
"1.96.167.202",5,260,0,0,5,260,"","","",""
"1.96.167.218",3,156,0,0,3,156,"","","",""
"1.96.167.230",43,2236,0,0,43,2236,"","","",""
"1.96.167.236",11,572,0,0,11,572,"","","",""
"1.96.167.240",5,260,0,0,5,260,"","","",""
"1.96.185.88",2,104,0,0,2,104,"","","",""
"1.96.185.229",1,52,0,0,1,52,"","","",""
"1.96.185.245",8,416,8,416,0,0,"","","",""
"1.96.185.250",1,52,0,0,1,52,"","","",""
"1.96.192.38",2,104,0,0,2,104,"","","",""
"1.96.193.36",2,104,0,0,2,104,"","","",""
"1.96.193.90",1,52,0,0,1,52,"","","",""
"1.96.194.11",1,52,0,0,1,52,"","","",""
"1.96.194.14",1,52,0,0,1,52,"","","",""
"1.96.194.61",2,104,0,0,2,104,"","","",""
"1.96.223.210",2,104,0,0,2,104,"","","",""
"1.96.231.231",2,104,0,0,2,104,"","","",""
"1.96.244.205",3,156,0,0,3,156,"","","",""
"1.96.244.243",1,52,0,0,1,52,"","","",""
"1.96.245.24",14,728,0,0,14,728,"","","",""
"1.96.245.101",1,52,0,0,1,52,"","","",""
"1.96.245.113",3,156,0,0,3,156,"","","",""
"1.96.245.180",1,52,0,0,1,52,"","","",""
"1.96.245.247",2,104,0,0,2,104,"","","",""
"1.96.246.44",13,676,0,0,13,676,"","","",""
"1.96.247.52",1,52,0,0,1,52,"","","",""
"1.97.200.33",1,52,0,0,1,52,"","","",""
"1.100.158.147",1,52,0,0,1,52,"","","",""
"1.101.127.52",4,208,0,0,4,208,"","","",""
"1.102.20.236",1,52,0,0,1,52,"","","",""
"1.102.44.110",1,52,0,0,1,52,"","","",""
"1.102.46.208",13,676,0,0,13,676,"","","",""
"1.102.57.76",1,52,0,0,1,52,"","","",""
"1.102.65.228",1,52,0,0,1,52,"","","",""
"1.102.67.158",2,104,0,0,2,104,"","","",""
"1.102.68.47",1,52,0,0,1,52,"","","",""
"1.102.75.245",1,52,0,0,1,52,"","","",""
"1.102.87.116",2,104,0,0,2,104,"","","",""
"1.102.89.68",1,52,0,0,1,52,"","","",""
"1.102.92.51",1,52,0,0,1,52,"","","",""
"1.102.110.55",1,52,0,0,1,52,"","","",""
"1.102.111.212",3,156,0,0,3,156,"","","",""
"1.102.116.52",1,52,0,0,1,52,"","","",""
"1.102.119.33",1,52,0,0,1,52,"","","",""
"1.102.119.84",2,104,0,0,2,104,"","","",""
"1.102.125.92",1,52,0,0,1,52,"","","",""
"1.102.195.181",3,156,0,0,3,156,"","","",""
"1.102.229.98",5,260,0,0,5,260,"","","",""
"1.103.139.4",1,52,0,0,1,52,"","","",""
"1.103.169.235",1,52,0,0,1,52,"","","",""
"1.107.72.152",1,52,0,0,1,52,"","","",""
"1.107.73.54",5,260,0,0,5,260,"","","",""
"1.107.85.188",1,52,0,0,1,52,"","","",""
"1.107.112.47",1,52,0,0,1,52,"","","",""
"1.107.192.17",3,156,0,0,3,156,"","","",""
"1.108.65.74",4,208,4,208,0,0,"","","",""
"1.108.65.222",3,156,3,156,0,0,"","","",""
"1.108.124.169",1,52,1,52,0,0,"","","",""
"1.108.124.170",1,52,1,52,0,0,"","","",""
"1.108.124.178",3,156,3,156,0,0,"","","",""
"1.108.124.184",1,52,1,52,0,0,"","","",""
"1.108.124.233",2,104,2,104,0,0,"","","",""
"1.108.124.247",12,624,12,624,0,0,"","","",""
"1.108.195.215",1,52,0,0,1,52,"","","",""
"1.108.196.77",1,52,0,0,1,52,"","","",""
"1.108.196.218",3,156,0,0,3,156,"","","",""
"1.108.197.200",4,208,0,0,4,208,"","","",""
"1.108.198.108",5,260,0,0,5,260,"","","",""
"1.108.198.120",13,676,0,0,13,676,"","","",""
"1.108.199.82",2,104,0,0,2,104,"","","",""
"1.108.200.20",1,52,0,0,1,52,"","","",""
"1.108.201.7",3,156,0,0,3,156,"","","",""
"1.108.204.191",3,156,0,0,3,156,"","","",""
"1.108.204.243",3,156,0,0,3,156,"","","",""
"1.108.207.107",1,52,0,0,1,52,"","","",""
"1.108.226.162",4,208,0,0,4,208,"","","",""
"1.108.228.67",1,52,0,0,1,52,"","","",""
"1.110.84.23",1,52,0,0,1,52,"","","",""
"1.110.203.50",4,208,0,0,4,208,"","","",""
"1.110.251.196",3,156,0,0,3,156,"","","",""
"1.111.21.222",97,5044,0,0,97,5044,"","","",""
"1.111.38.193",1,52,0,0,1,52,"","","",""
"1.111.61.86",1,52,0,0,1,52,"","","",""
"1.111.154.77",1,52,0,0,1,52,"","","",""
"1.111.157.112",1,52,0,0,1,52,"","","",""
"1.111.223.200",10,520,0,0,10,520,"","","",""
"1.124.30.191",1,52,0,0,1,52,"","","",""
"1.124.66.191",1,52,0,0,1,52,"","","",""
"1.124.73.252",1,52,0,0,1,52,"","","",""
"1.124.84.27",2,104,0,0,2,104,"","","",""
"1.124.100.66",1,52,0,0,1,52,"","","",""
"1.124.108.72",1,52,0,0,1,52,"","","",""
"1.124.109.24",1,52,0,0,1,52,"","","",""
"1.124.120.162",10,520,0,0,10,520,"","","",""
"1.124.137.43",1,52,0,0,1,52,"","","",""
"1.124.163.210",1,52,0,0,1,52,"","","",""
"1.124.186.59",2,104,0,0,2,104,"","","",""
"1.124.186.121",1,52,0,0,1,52,"","","",""
"1.124.244.164",1,52,0,0,1,52,"","","",""
"1.124.251.13",1,52,0,0,1,52,"","","",""
"1.127.117.149",3,156,0,0,3,156,"","","",""
"1.144.23.215",2,104,0,0,2,104,"","","",""
"1.144.33.210",1,52,0,0,1,52,"","","",""
"1.144.105.44",1,52,0,0,1,52,"","","",""
"1.144.219.146",4,208,0,0,4,208,"","","",""
"1.145.56.15",1,52,0,0,1,52,"","","",""
"1.145.65.233",2,104,0,0,2,104,"","","",""
"1.145.204.24",1,52,0,0,1,52,"","","",""
"1.145.217.52",1,52,0,0,1,52,"","","",""
"1.145.228.185",1,52,0,0,1,52,"","","",""
"1.145.234.30",1,52,0,0,1,52,"","","",""
"1.145.235.3",1,52,0,0,1,52,"","","",""
"1.146.74.73",1,52,0,0,1,52,"","","",""
"1.146.96.179",1,52,0,0,1,52,"","","",""
"1.146.155.135",1,52,0,0,1,52,"","","",""
"1.146.224.17",12,624,0,0,12,624,"","","",""
"1.147.57.36",3,156,0,0,3,156,"","","",""
"1.149.138.101",1,52,0,0,1,52,"","","",""
"1.150.38.64",1,52,0,0,1,52,"","","",""
"1.150.171.21",4,208,0,0,4,208,"","","",""
"1.151.104.190",3,156,0,0,3,156,"","","",""
"1.153.27.237",1,52,0,0,1,52,"","","",""
"1.153.36.190",4,208,0,0,4,208,"","","",""
"1.153.213.191",1,52,0,0,1,52,"","","",""
"1.154.10.132",3,156,0,0,3,156,"","","",""
"1.154.40.108",2,104,0,0,2,104,"","","",""
"1.154.41.91",1,52,0,0,1,52,"","","",""
"1.154.63.204",1,52,0,0,1,52,"","","",""
"1.154.213.17",1,52,0,0,1,52,"","","",""
"1.155.61.162",5,260,0,0,5,260,"","","",""
"1.158.17.123",3,156,0,0,3,156,"","","",""
"3.40.140.213",1,52,0,0,1,52,"","","",""
"3.44.16.199",1,52,0,0,1,52,"","","",""
"3.132.13.90",2,104,0,0,2,104,"","","",""
"3.132.79.33",2,104,0,0,2,104,"","","",""
"3.133.6.20",1,52,0,0,1,52,"","","",""
"3.133.52.60",2,104,0,0,2,104,"","","",""
"3.133.60.177",6,312,0,0,6,312,"","","",""
"3.133.133.239",1,52,0,0,1,52,"","","",""
"3.133.151.252",1,52,0,0,1,52,"","","",""
"3.136.52.229",1,52,0,0,1,52,"","","",""
"3.138.16.123",1,52,0,0,1,52,"","","",""
"3.138.63.134",1,52,0,0,1,52,"","","",""
"3.138.191.186",1,52,0,0,1,52,"","","",""
"3.139.0.192",1,52,0,0,1,52,"","","",""
"3.139.46.7",2,104,0,0,2,104,"","","",""
"3.139.139.83",1,52,0,0,1,52,"","","",""
"3.139.254.247",2,104,0,0,2,104,"","","",""
"3.150.15.200",1,52,0,0,1,52,"","","",""
"3.150.76.76",8,416,0,0,8,416,"","","",""
"3.150.201.96",4,208,0,0,4,208,"","","",""
"3.151.80.232",1,52,0,0,1,52,"","","",""
"3.151.114.131",1,52,0,0,1,52,"","","",""
"3.151.172.123",1,52,0,0,1,52,"","","",""
"3.159.1.30",8,416,0,0,8,416,"","","",""
"3.159.162.109",2,104,0,0,2,104,"","","",""
"3.220.63.93",1,52,0,0,1,52,"","","",""
"3.221.102.69",1,52,1,52,0,0,"","","",""
"3.228.8.107",1,52,0,0,1,52,"","","",""
"3.236.69.193",1,52,0,0,1,52,"","","",""
"3.236.73.62",1,52,0,0,1,52,"","","",""
"3.236.151.254",1,52,0,0,1,52,"","","",""
"3.236.166.151",1,52,0,0,1,52,"","","",""
"3.236.244.133",1,52,0,0,1,52,"","","",""
"3.237.35.225",1,52,0,0,1,52,"","","",""
"3.238.134.161",1,52,0,0,1,52,"","","",""
"3.238.161.89",2,104,0,0,2,104,"","","",""
"3.239.167.69",1,52,0,0,1,52,"","","",""
"3.244.209.55",3,156,0,0,3,156,"","","",""
"3.248.26.224",2,104,0,0,2,104,"","","",""
"3.248.227.141",1,52,0,0,1,52,"","","",""
"3.249.0.249",1,52,0,0,1,52,"","","",""
"3.249.2.149",1,52,0,0,1,52,"","","",""
"3.249.2.194",1,52,0,0,1,52,"","","",""
"3.249.3.148",1,52,0,0,1,52,"","","",""
"3.249.3.186",1,52,0,0,1,52,"","","",""
"3.249.3.242",1,52,0,0,1,52,"","","",""
"3.250.120.95",1,52,0,0,1,52,"","","",""
"3.251.56.15",1,52,0,0,1,52,"","","",""
"3.252.236.113",1,52,0,0,1,52,"","","",""
"3.253.30.174",1,52,0,0,1,52,"","","",""
"3.253.33.212",53,2756,0,0,53,2756,"","","",""
"3.253.98.47",1,52,0,0,1,52,"","","",""
"3.253.143.134",3,156,0,0,3,156,"","","",""
"3.253.187.77",1,52,0,0,1,52,"","","",""
"3.253.209.72",1,52,1,52,0,0,"","","",""
"3.254.79.45",1,52,0,0,1,52,"","","",""
"3.254.144.85",1,52,0,0,1,52,"","","",""
"5.1.221.53",1,52,1,52,0,0,"","","",""
"5.167.171.2",1,52,1,52,0,0,"","","",""
"5.207.250.68",9,468,8,416,1,52,"","","",""
"5.207.250.70",5,260,3,156,2,104,"","","",""
"5.228.42.42",2,104,0,0,2,104,"","","",""
"5.228.137.193",4,208,0,0,4,208,"","","",""
"5.229.35.29",4,208,4,208,0,0,"","","",""
"5.229.43.221",1,52,1,52,0,0,"","","",""
"5.229.230.226",1,52,1,52,0,0,"","","",""
"5.231.1.5",12,624,12,624,0,0,"","","",""
"5.231.18.144",1,52,1,52,0,0,"","","",""
"5.231.18.166",3,156,3,156,0,0,"","","",""
"5.231.18.206",12,624,12,624,0,0,"","","",""
"5.231.18.218",2,104,2,104,0,0,"","","",""
"5.231.19.73",3,156,3,156,0,0,"","","",""
"5.231.35.1",4,208,4,208,0,0,"","","",""
"5.231.35.18",3,156,3,156,0,0,"","","",""
"5.231.35.26",7,364,7,364,0,0,"","","",""
"5.231.39.133",1,52,1,52,0,0,"","","",""
"5.231.62.21",2,104,2,104,0,0,"","","",""
"5.231.81.82",6,312,6,312,0,0,"","","",""
"5.231.81.101",32,1664,32,1664,0,0,"","","",""
"5.231.82.102",4,208,4,208,0,0,"","","",""
"5.240.59.101",1,52,0,0,1,52,"","","",""
"5.240.144.4",3,156,0,0,3,156,"","","",""
"5.241.15.216",1,52,0,0,1,52,"","","",""
"5.241.19.139",1,52,0,0,1,52,"","","",""
"5.241.36.209",1,52,0,0,1,52,"","","",""
"5.241.61.16",1,52,0,0,1,52,"","","",""
"5.241.121.56",4,208,0,0,4,208,"","","",""
"5.243.62.114",1,52,1,52,0,0,"","","",""
"5.250.98.123",3,156,3,156,0,0,"","","",""
"5.252.32.93",1,52,0,0,1,52,"","","",""
"5.252.33.35",9,468,0,0,9,468,"","","",""
"5.252.33.219",1,52,1,52,0,0,"","","",""
"5.252.42.114",2,104,0,0,2,104,"","","",""
"5.252.42.116",1,52,0,0,1,52,"","","",""
"5.252.44.209",3,156,0,0,3,156,"","","",""
"5.252.90.210",18,936,16,832,2,104,"","","",""
"5.252.90.215",5,260,0,0,5,260,"","","",""
"5.252.92.186",3,156,0,0,3,156,"","","",""
"5.252.100.69",8,416,0,0,8,416,"","","",""
"5.252.100.82",2,104,2,104,0,0,"","","",""
"5.252.100.89",1,52,0,0,1,52,"","","",""
"5.252.100.102",2,104,0,0,2,104,"","","",""
"5.252.100.114",1,52,0,0,1,52,"","","",""
"5.252.100.121",1,52,0,0,1,52,"","","",""
"5.252.105.181",2,104,0,0,2,104,"","","",""
"5.252.105.183",1,52,0,0,1,52,"","","",""
"5.252.107.233",2,104,0,0,2,104,"","","",""
"5.252.112.180",1,52,0,0,1,52,"","","",""
"5.252.121.36",2,104,0,0,2,104,"","","",""
"5.252.121.56",2,104,1,52,1,52,"","","",""
"5.252.122.21",1,52,0,0,1,52,"","","",""
"5.253.88.228",8,416,8,416,0,0,"","","",""
"5.253.93.205",6,312,6,312,0,0,"","","",""
"5.253.93.215",2,104,2,104,0,0,"","","",""
"6.19.129.152",1,52,0,0,1,52,"","","",""
"6.98.147.52",1,52,0,0,1,52,"","","",""
"6.178.213.114",1,52,0,0,1,52,"","","",""
"6.226.221.79",2,104,0,0,2,104,"","","",""
"10.26.102.173",1,52,1,52,0,0,"","","",""
"10.74.107.112",4,208,0,0,4,208,"","","",""
"10.76.115.87",1,52,1,52,0,0,"","","",""
"10.77.95.205",4,208,0,0,4,208,"","","",""
"10.91.107.21",2,104,0,0,2,104,"","","",""
"10.91.107.33",5,260,0,0,5,260,"","","",""
"10.91.107.51",10,520,0,0,10,520,"","","",""
"10.98.44.123",1,52,0,0,1,52,"","","",""
"10.133.207.120",1,52,1,52,0,0,"","","",""
"10.253.20.209",1,52,0,0,1,52,"","","",""
"11.73.94.25",1,52,0,0,1,52,"","","",""
"11.96.87.64",4,208,0,0,4,208,"","","",""
"11.149.144.172",3,156,3,156,0,0,"","","",""
"12.35.75.62",2,104,0,0,2,104,"","","",""
"12.36.241.230",1,52,1,52,0,0,"","","",""
"12.36.247.102",1,52,1,52,0,0,"","","",""
"12.43.65.29",1,52,1,52,0,0,"","","",""
"12.44.231.7",3,156,0,0,3,156,"","","",""
"12.45.32.117",1,52,0,0,1,52,"","","",""
"12.122.151.189",2,104,0,0,2,104,"","","",""
"12.242.253.169",1,52,0,0,1,52,"","","",""
"12.253.156.72",27,1404,0,0,27,1404,"","","",""
"13.1.133.243",1,52,0,0,1,52,"","","",""
"13.1.133.245",1,52,0,0,1,52,"","","",""
"13.1.169.13",4,208,0,0,4,208,"","","",""
"13.19.182.21",6,312,0,0,6,312,"","","",""
"13.66.129.134",1,52,1,52,0,0,"","","",""
"13.135.75.78",1,52,1,52,0,0,"","","",""
"13.141.26.121",4,208,0,0,4,208,"","","",""
"13.142.225.122",1,52,1,52,0,0,"","","",""
"13.161.85.121",1,52,1,52,0,0,"","","",""
"13.182.105.198",1,52,0,0,1,52,"","","",""
"13.238.175.82",1,52,1,52,0,0,"","","",""
"13.245.91.60",3,156,3,156,0,0,"","","",""
"14.42.165.239",1,52,0,0,1,52,"","","",""
"14.104.192.120",3,156,0,0,3,156,"","","",""
"15.1.161.122",11,572,11,572,0,0,"","","",""
"15.2.29.74",1,52,1,52,0,0,"","","",""
"15.2.29.161",1,52,1,52,0,0,"","","",""
"15.2.29.163",2,104,2,104,0,0,"","","",""
"15.14.126.199",9,468,9,468,0,0,"","","",""
"15.16.162.102",1,52,0,0,1,52,"","","",""
"15.21.140.2",1,52,0,0,1,52,"","","",""
"15.68.87.217",3,156,3,156,0,0,"","","",""
"15.68.187.164",1,52,1,52,0,0,"","","",""
"15.69.231.38",1,52,0,0,1,52,"","","",""
"15.69.240.255",1,52,0,0,1,52,"","","",""
"15.73.0.14",2,104,2,104,0,0,"","","",""
"15.79.144.5",1,52,1,52,0,0,"","","",""
"15.79.255.9",1,52,1,52,0,0,"","","",""
"15.82.5.51",1,52,1,52,0,0,"","","",""
"15.83.232.222",1,52,1,52,0,0,"","","",""
"15.83.232.232",1,52,1,52,0,0,"","","",""
"15.85.6.122",2,104,2,104,0,0,"","","",""
"15.87.41.60",1,52,1,52,0,0,"","","",""
"15.121.8.22",1,52,1,52,0,0,"","","",""
"15.121.196.240",1,52,1,52,0,0,"","","",""
"15.149.24.15",4,208,4,208,0,0,"","","",""
"15.149.125.81",6,312,6,312,0,0,"","","",""
"15.149.125.111",2,104,2,104,0,0,"","","",""
"15.163.207.246",1,52,1,52,0,0,"","","",""
"16.201.108.196",1,52,1,52,0,0,"","","",""
"16.223.187.75",1,52,1,52,0,0,"","","",""
"16.225.124.65",3,156,0,0,3,156,"","","",""
"16.229.61.193",2,104,0,0,2,104,"","","",""
"17.35.232.62",8,416,0,0,8,416,"","","",""
"17.57.64.175",1,52,1,52,0,0,"","","",""
"17.89.92.147",1,52,0,0,1,52,"","","",""
"17.159.139.69",2,104,0,0,2,104,"","","",""
"17.234.207.150",3,156,0,0,3,156,"","","",""
"17.234.207.233",1,52,0,0,1,52,"","","",""
"18.179.218.130",1,52,1,52,0,0,"","","",""
"18.192.135.52",1,52,0,0,1,52,"","","",""
"18.192.142.62",1,52,0,0,1,52,"","","",""
"18.192.180.5",1,52,1,52,0,0,"","","",""
"18.192.195.85",1,52,0,0,1,52,"","","",""
"18.192.195.129",6,312,0,0,6,312,"","","",""
"18.192.196.0",1,52,0,0,1,52,"","","",""
"18.192.196.18",1,52,1,52,0,0,"","","",""
"18.192.196.27",3,156,0,0,3,156,"","","",""
"18.192.196.98",6,312,6,312,0,0,"","","",""
"18.192.196.117",1,52,0,0,1,52,"","","",""
"18.192.196.234",1,52,1,52,0,0,"","","",""
"18.192.199.25",1,52,0,0,1,52,"","","",""
"18.199.104.191",1,52,0,0,1,52,"","","",""
"18.199.105.78",4,208,0,0,4,208,"","","",""
"18.223.159.181",1,52,0,0,1,52,"","","",""
"18.223.196.118",1,52,0,0,1,52,"","","",""
"18.227.142.179",4,208,4,208,0,0,"","","",""
"18.228.127.47",1,52,1,52,0,0,"","","",""
"20.151.61.178",1,52,1,52,0,0,"","","",""
"20.154.55.207",1,52,1,52,0,0,"","","",""
"20.154.55.220",1,52,1,52,0,0,"","","",""
"20.154.55.225",1,52,1,52,0,0,"","","",""
"20.158.159.80",2,104,0,0,2,104,"","","",""
"21.18.135.39",1,52,0,0,1,52,"","","",""
"22.0.17.9",1,52,0,0,1,52,"","","",""
"22.49.96.50",1,52,0,0,1,52,"","","",""
"22.49.100.69",1,52,0,0,1,52,"","","",""
"22.66.248.231",4,208,4,208,0,0,"","","",""
"22.188.90.13",3,156,3,156,0,0,"","","",""
"22.230.239.138",1,52,1,52,0,0,"","","",""
"23.50.110.109",1,52,0,0,1,52,"","","",""
"23.79.12.211",1,52,0,0,1,52,"","","",""
"23.79.12.221",2,104,0,0,2,104,"","","",""
"23.79.202.240",4,208,0,0,4,208,"","","",""
"23.198.253.87",3,156,3,156,0,0,"","","",""
"23.222.81.10",1,52,1,52,0,0,"","","",""
"23.239.161.20",2,104,0,0,2,104,"","","",""
"25.168.91.13",1,52,1,52,0,0,"","","",""
"28.64.0.219",12,624,12,624,0,0,"","","",""
"28.76.222.169",6,312,6,312,0,0,"","","",""
"28.82.193.24",1,52,1,52,0,0,"","","",""
