"Address","Packets","Bytes","Tx Packets","Tx Bytes","Rx Packets","Rx Bytes","Country","City","AS Number","AS Organization"
"1.96.141.73",1,52,0,0,1,52,"","","",""
"1.96.142.165",1,52,0,0,1,52,"","","",""
"1.96.142.199",1,52,0,0,1,52,"","","",""
"1.96.144.19",2,104,0,0,2,104,"","","",""
"1.96.144.24",1,52,0,0,1,52,"","","",""
"1.96.144.36",3,156,0,0,3,156,"","","",""
"1.96.146.166",1,52,0,0,1,52,"","","",""
"1.96.146.231",1,52,0,0,1,52,"","","",""
"1.96.146.236",1,52,0,0,1,52,"","","",""
"1.96.149.45",2,104,0,0,2,104,"","","",""
"1.96.151.142",1,52,0,0,1,52,"","","",""
"1.96.166.43",2,104,0,0,2,104,"","","",""
"1.96.166.164",3,156,0,0,3,156,"","","",""
"1.96.166.173",5,260,0,0,5,260,"","","",""
"1.96.166.184",18,936,0,0,18,936,"","","",""
"1.96.166.199",16,832,0,0,16,832,"","","",""
"1.96.166.213",8,416,0,0,8,416,"","","",""
"1.96.166.223",1,52,0,0,1,52,"","","",""
"1.96.167.6",8,416,0,0,8,416,"","","",""
"1.96.167.9",19,988,0,0,19,988,"","","",""
"1.96.167.17",9,468,0,0,9,468,"","","",""
"1.96.167.26",1,52,0,0,1,52,"","","",""
"1.96.167.37",2,104,0,0,2,104,"","","",""
"1.96.167.40",12,624,0,0,12,624,"","","",""
"1.96.167.54",9,468,0,0,9,468,"","","",""
"1.96.167.70",10,520,0,0,10,520,"","","",""
"1.96.167.79",20,1040,0,0,20,1040,"","","",""
"1.96.167.92",5,260,0,0,5,260,"","","",""
"1.96.167.103",27,1404,0,0,27,1404,"","","",""
"1.96.167.113",1,52,0,0,1,52,"","","",""
"1.96.167.122",10,520,0,0,10,520,"","","",""
"1.96.167.164",1,52,0,0,1,52,"","","",""
"1.96.167.177",1,52,0,0,1,52,"","","",""
"1.96.167.187",2,104,0,0,2,104,"","","",""
"1.96.167.199",3,156,0,0,3,156,"","","",""
"1.96.167.202",10,520,0,0,10,520,"","","",""
"1.96.167.214",1,52,0,0,1,52,"","","",""
"1.96.167.218",4,208,0,0,4,208,"","","",""
"1.96.167.230",65,3380,0,0,65,3380,"","","",""
"1.96.167.236",12,624,0,0,12,624,"","","",""
"1.96.167.240",11,572,0,0,11,572,"","","",""
"1.96.185.229",1,52,0,0,1,52,"","","",""
"1.96.185.245",21,1092,21,1092,0,0,"","","",""
"1.96.185.250",2,104,0,0,2,104,"","","",""
"1.96.192.70",1,52,0,0,1,52,"","","",""
"1.96.193.76",1,52,0,0,1,52,"","","",""
"1.96.194.45",2,104,0,0,2,104,"","","",""
"1.96.194.61",1,52,0,0,1,52,"","","",""
"1.96.194.101",4,208,0,0,4,208,"","","",""
"1.96.194.185",1,52,0,0,1,52,"","","",""
"1.96.194.196",8,416,0,0,8,416,"","","",""
"1.96.194.209",1,52,0,0,1,52,"","","",""
"1.96.195.11",1,52,0,0,1,52,"","","",""
"1.96.220.32",11,572,0,0,11,572,"","","",""
"1.96.223.181",1,52,0,0,1,52,"","","",""
"1.96.223.185",21,1092,0,0,21,1092,"","","",""
"1.96.223.210",2,104,0,0,2,104,"","","",""
"1.96.231.231",1,52,0,0,1,52,"","","",""
"1.96.244.198",2,104,0,0,2,104,"","","",""
"1.96.244.205",4,208,0,0,4,208,"","","",""
"1.96.244.243",2,104,0,0,2,104,"","","",""
"1.96.245.101",8,416,0,0,8,416,"","","",""
"1.96.245.133",1,52,0,0,1,52,"","","",""
"1.96.245.199",8,416,0,0,8,416,"","","",""
"1.96.246.4",1,52,0,0,1,52,"","","",""
"1.96.246.44",15,780,0,0,15,780,"","","",""
"1.96.246.60",13,676,0,0,13,676,"","","",""
"1.96.247.68",2,104,0,0,2,104,"","","",""
"1.96.247.87",1,52,0,0,1,52,"","","",""
"1.96.247.148",1,52,0,0,1,52,"","","",""
"1.96.247.174",1,52,0,0,1,52,"","","",""
"1.97.229.66",1,52,0,0,1,52,"","","",""
"1.100.159.220",2,104,0,0,2,104,"","","",""
"1.101.127.52",2,104,0,0,2,104,"","","",""
"1.102.11.182",1,52,0,0,1,52,"","","",""
"1.102.14.173",1,52,0,0,1,52,"","","",""
"1.102.20.236",1,52,0,0,1,52,"","","",""
"1.102.34.131",2,104,0,0,2,104,"","","",""
"1.102.39.110",1,52,0,0,1,52,"","","",""
"1.102.46.208",14,728,0,0,14,728,"","","",""
"1.102.64.151",1,52,0,0,1,52,"","","",""
"1.102.69.70",1,52,0,0,1,52,"","","",""
"1.102.69.89",1,52,0,0,1,52,"","","",""
"1.102.71.176",1,52,0,0,1,52,"","","",""
"1.102.73.40",1,52,0,0,1,52,"","","",""
"1.102.84.30",2,104,0,0,2,104,"","","",""
"1.102.90.87",2,104,0,0,2,104,"","","",""
"1.102.99.79",2,104,0,0,2,104,"","","",""
"1.102.111.212",1,52,0,0,1,52,"","","",""
"1.102.113.105",2,104,0,0,2,104,"","","",""
"1.102.115.42",1,52,0,0,1,52,"","","",""
"1.102.116.83",1,52,0,0,1,52,"","","",""
"1.102.118.227",1,52,0,0,1,52,"","","",""
"1.102.120.175",1,52,0,0,1,52,"","","",""
"1.102.127.50",1,52,0,0,1,52,"","","",""
"1.102.204.84",1,52,0,0,1,52,"","","",""
"1.102.209.134",1,52,0,0,1,52,"","","",""
"1.102.216.56",1,52,0,0,1,52,"","","",""
"1.102.227.191",2,104,0,0,2,104,"","","",""
"1.102.229.98",4,208,0,0,4,208,"","","",""
"1.103.139.4",4,208,0,0,4,208,"","","",""
"1.103.169.235",2,104,0,0,2,104,"","","",""
"1.107.84.141",2,104,0,0,2,104,"","","",""
"1.107.96.162",1,52,0,0,1,52,"","","",""
"1.107.142.191",1,52,0,0,1,52,"","","",""
"1.107.156.8",1,52,0,0,1,52,"","","",""
"1.107.171.7",2,104,0,0,2,104,"","","",""
"1.107.190.52",1,52,0,0,1,52,"","","",""
"1.107.192.58",3,156,0,0,3,156,"","","",""
"1.108.65.136",2,104,2,104,0,0,"","","",""
"1.108.65.137",1,52,1,52,0,0,"","","",""
"1.108.65.198",2,104,2,104,0,0,"","","",""
"1.108.65.222",3,156,3,156,0,0,"","","",""
"1.108.124.176",8,416,8,416,0,0,"","","",""
"1.108.124.230",1,52,1,52,0,0,"","","",""
"1.108.124.233",4,208,4,208,0,0,"","","",""
"1.108.195.215",1,52,0,0,1,52,"","","",""
"1.108.196.136",1,52,0,0,1,52,"","","",""
"1.108.196.218",3,156,0,0,3,156,"","","",""
"1.108.198.108",2,104,0,0,2,104,"","","",""
"1.108.198.118",1,52,0,0,1,52,"","","",""
"1.108.198.208",2,104,0,0,2,104,"","","",""
"1.108.199.91",1,52,0,0,1,52,"","","",""
"1.108.199.246",1,52,0,0,1,52,"","","",""
"1.108.200.20",2,104,0,0,2,104,"","","",""
"1.108.201.6",6,312,0,0,6,312,"","","",""
"1.108.201.7",1,52,0,0,1,52,"","","",""
"1.108.203.123",1,52,0,0,1,52,"","","",""
"1.108.204.13",2,104,0,0,2,104,"","","",""
"1.108.204.210",2,104,0,0,2,104,"","","",""
"1.108.204.243",2,104,0,0,2,104,"","","",""
"1.108.205.239",3,156,0,0,3,156,"","","",""
"1.108.226.162",1,52,0,0,1,52,"","","",""
"1.110.251.196",2,104,0,0,2,104,"","","",""
"1.110.253.68",1,52,0,0,1,52,"","","",""
"1.111.21.222",67,3484,0,0,67,3484,"","","",""
"1.111.154.77",1,52,0,0,1,52,"","","",""
"1.111.223.200",13,676,0,0,13,676,"","","",""
"1.111.228.241",10,520,0,0,10,520,"","","",""
"1.117.2.65",3,156,3,156,0,0,"","","",""
"1.122.17.216",5,260,5,260,0,0,"","","",""
"1.123.24.97",4,208,4,208,0,0,"","","",""
"1.124.32.133",1,52,0,0,1,52,"","","",""
"1.124.40.138",1,52,0,0,1,52,"","","",""
"1.124.63.160",4,208,0,0,4,208,"","","",""
"1.124.73.252",1,52,0,0,1,52,"","","",""
"1.124.82.192",1,52,0,0,1,52,"","","",""
"1.124.109.24",1,52,0,0,1,52,"","","",""
"1.124.111.145",1,52,0,0,1,52,"","","",""
"1.124.120.162",12,624,0,0,12,624,"","","",""
"1.124.124.10",1,52,0,0,1,52,"","","",""
"1.124.127.94",1,52,0,0,1,52,"","","",""
"1.124.139.4",1,52,0,0,1,52,"","","",""
"1.124.186.59",3,156,0,0,3,156,"","","",""
"1.124.190.201",1,52,0,0,1,52,"","","",""
"1.124.241.59",1,52,0,0,1,52,"","","",""
"1.125.76.191",2,104,0,0,2,104,"","","",""
"1.125.92.215",1,52,0,0,1,52,"","","",""
"1.127.64.8",3,156,0,0,3,156,"","","",""
"1.127.89.11",2,104,0,0,2,104,"","","",""
"1.127.117.23",2,104,2,104,0,0,"","","",""
"1.144.88.7",3,156,0,0,3,156,"","","",""
"1.145.219.97",2,104,0,0,2,104,"","","",""
"1.146.37.79",1,52,0,0,1,52,"","","",""
"1.146.99.76",1,52,0,0,1,52,"","","",""
"1.147.57.36",6,312,0,0,6,312,"","","",""
"1.148.62.109",5,260,0,0,5,260,"","","",""
"1.148.202.71",1,52,0,0,1,52,"","","",""
"1.148.245.116",1,52,0,0,1,52,"","","",""
"1.150.38.64",6,312,0,0,6,312,"","","",""
"1.150.162.250",1,52,0,0,1,52,"","","",""
"1.150.171.21",3,156,0,0,3,156,"","","",""
"1.150.207.208",1,52,0,0,1,52,"","","",""
"1.153.186.10",1,52,0,0,1,52,"","","",""
"1.154.10.132",7,364,0,0,7,364,"","","",""
"1.154.40.108",5,260,0,0,5,260,"","","",""
"1.154.63.204",7,364,0,0,7,364,"","","",""
"1.154.70.34",1,52,0,0,1,52,"","","",""
"1.154.175.205",1,52,0,0,1,52,"","","",""
"1.155.61.162",8,416,0,0,8,416,"","","",""
"1.158.17.123",2,104,0,0,2,104,"","","",""
"3.40.163.21",1,52,0,0,1,52,"","","",""
"3.41.251.103",3,156,0,0,3,156,"","","",""
"3.44.0.139",1,52,0,0,1,52,"","","",""
"3.44.35.246",1,52,0,0,1,52,"","","",""
"3.132.13.90",2,104,0,0,2,104,"","","",""
"3.132.84.46",1,52,0,0,1,52,"","","",""
"3.132.89.110",1,52,0,0,1,52,"","","",""
"3.132.207.252",1,52,0,0,1,52,"","","",""
"3.132.231.199",1,52,0,0,1,52,"","","",""
"3.132.245.17",1,52,0,0,1,52,"","","",""
"3.133.70.14",1,52,0,0,1,52,"","","",""
"3.133.133.37",1,52,0,0,1,52,"","","",""
"3.133.133.48",1,52,0,0,1,52,"","","",""
"3.136.52.75",7,364,0,0,7,364,"","","",""
"3.136.183.35",1,52,0,0,1,52,"","","",""
"3.137.145.114",1,52,0,0,1,52,"","","",""
"3.137.146.182",2,104,0,0,2,104,"","","",""
"3.138.167.196",1,52,0,0,1,52,"","","",""
"3.138.248.243",1,52,0,0,1,52,"","","",""
"3.139.46.7",5,260,0,0,5,260,"","","",""
"3.139.48.106",1,52,0,0,1,52,"","","",""
"3.139.193.185",1,52,0,0,1,52,"","","",""
"3.139.254.247",5,260,0,0,5,260,"","","",""
"3.150.22.81",1,52,0,0,1,52,"","","",""
"3.150.87.169",1,52,0,0,1,52,"","","",""
"3.150.173.180",1,52,0,0,1,52,"","","",""
"3.150.201.96",7,364,0,0,7,364,"","","",""
"3.151.82.1",1,52,0,0,1,52,"","","",""
"3.151.235.103",1,52,0,0,1,52,"","","",""
"3.151.243.96",1,52,0,0,1,52,"","","",""
"3.159.22.224",1,52,0,0,1,52,"","","",""
"3.159.218.84",2,104,0,0,2,104,"","","",""
"3.159.233.67",3,156,0,0,3,156,"","","",""
"3.220.137.114",4,208,0,0,4,208,"","","",""
"3.221.102.69",1,52,1,52,0,0,"","","",""
"3.226.124.103",1,52,1,52,0,0,"","","",""
"3.228.8.107",1,52,0,0,1,52,"","","",""
"3.230.66.108",1,52,0,0,1,52,"","","",""
"3.236.1.14",1,52,0,0,1,52,"","","",""
"3.236.166.151",1,52,0,0,1,52,"","","",""
"3.237.35.225",1,52,0,0,1,52,"","","",""
"3.237.71.24",1,52,0,0,1,52,"","","",""
"3.237.235.116",1,52,0,0,1,52,"","","",""
"3.238.161.89",1,52,0,0,1,52,"","","",""
"3.238.162.155",1,52,0,0,1,52,"","","",""
"3.239.47.103",1,52,0,0,1,52,"","","",""
"3.239.159.8",1,52,0,0,1,52,"","","",""
"3.239.167.69",4,208,0,0,4,208,"","","",""
"3.248.121.49",2,104,0,0,2,104,"","","",""
"3.249.0.249",1,52,0,0,1,52,"","","",""
"3.249.2.140",1,52,0,0,1,52,"","","",""
"3.249.2.179",1,52,0,0,1,52,"","","",""
"3.249.2.196",3,156,0,0,3,156,"","","",""
"3.249.3.42",1,52,0,0,1,52,"","","",""
"3.249.3.114",1,52,0,0,1,52,"","","",""
"3.249.3.208",1,52,0,0,1,52,"","","",""
"3.249.3.216",1,52,0,0,1,52,"","","",""
"3.249.182.24",1,52,0,0,1,52,"","","",""
"3.249.194.108",1,52,0,0,1,52,"","","",""
"3.249.221.121",2,104,0,0,2,104,"","","",""
"3.249.237.214",1,52,0,0,1,52,"","","",""
"3.250.7.190",1,52,0,0,1,52,"","","",""
"3.250.9.97",1,52,0,0,1,52,"","","",""
"3.250.24.144",1,52,0,0,1,52,"","","",""
"3.250.108.47",1,52,0,0,1,52,"","","",""
"3.250.113.80",7,364,0,0,7,364,"","","",""
"3.250.182.189",1,52,0,0,1,52,"","","",""
"3.250.242.0",1,52,0,0,1,52,"","","",""
"3.251.36.71",2,104,0,0,2,104,"","","",""
"3.251.45.23",1,52,0,0,1,52,"","","",""
"3.251.48.67",1,52,0,0,1,52,"","","",""
"3.251.50.174",1,52,0,0,1,52,"","","",""
"3.251.56.15",1,52,0,0,1,52,"","","",""
"3.251.120.80",1,52,0,0,1,52,"","","",""
"3.251.135.210",1,52,0,0,1,52,"","","",""
"3.251.203.205",1,52,0,0,1,52,"","","",""
"3.251.220.234",2,104,0,0,2,104,"","","",""
"3.253.33.212",77,4004,0,0,77,4004,"","","",""
"3.253.187.77",1,52,0,0,1,52,"","","",""
"3.254.123.141",2,104,2,104,0,0,"","","",""
"3.254.234.209",1,52,0,0,1,52,"","","",""
"3.255.15.79",1,52,0,0,1,52,"","","",""
"3.255.84.239",1,52,0,0,1,52,"","","",""
"3.255.85.173",1,52,0,0,1,52,"","","",""
"3.255.148.52",1,52,0,0,1,52,"","","",""
"4.130.108.11",1,52,1,52,0,0,"","","",""
"5.75.224.158",1,52,1,52,0,0,"","","",""
"5.167.171.2",2,104,2,104,0,0,"","","",""
"5.207.250.68",5,260,0,0,5,260,"","","",""
"5.228.20.129",2,104,0,0,2,104,"","","",""
"5.228.36.137",1,52,0,0,1,52,"","","",""
"5.228.42.42",2,104,0,0,2,104,"","","",""
"5.228.137.193",2,104,0,0,2,104,"","","",""
"5.228.213.169",2,104,2,104,0,0,"","","",""
"5.229.16.180",1,52,1,52,0,0,"","","",""
"5.229.35.29",2,104,2,104,0,0,"","","",""
"5.231.1.5",6,312,6,312,0,0,"","","",""
"5.231.18.144",17,884,17,884,0,0,"","","",""
"5.231.18.206",16,832,16,832,0,0,"","","",""
"5.231.19.109",4,208,4,208,0,0,"","","",""
"5.231.35.18",7,364,7,364,0,0,"","","",""
"5.231.35.26",2,104,2,104,0,0,"","","",""
"5.231.35.29",17,884,17,884,0,0,"","","",""
"5.231.61.77",4,208,4,208,0,0,"","","",""
"5.231.62.21",2,104,2,104,0,0,"","","",""
"5.231.81.82",8,416,8,416,0,0,"","","",""
"5.231.81.101",17,884,17,884,0,0,"","","",""
"5.231.81.122",6,312,6,312,0,0,"","","",""
"5.231.82.178",1,52,1,52,0,0,"","","",""
"5.240.9.88",1,52,0,0,1,52,"","","",""
"5.240.21.122",1,52,0,0,1,52,"","","",""
"5.240.43.89",5,260,0,0,5,260,"","","",""
"5.240.47.182",2,104,0,0,2,104,"","","",""
"5.240.131.236",1,52,0,0,1,52,"","","",""
"5.240.144.4",7,364,0,0,7,364,"","","",""
"5.240.197.109",1,52,0,0,1,52,"","","",""
"5.241.6.183",1,52,0,0,1,52,"","","",""
"5.241.15.216",4,208,0,0,4,208,"","","",""
"5.241.41.177",1,52,0,0,1,52,"","","",""
"5.241.121.56",1,52,0,0,1,52,"","","",""
"5.241.186.79",1,52,0,0,1,52,"","","",""
"5.241.241.45",1,52,0,0,1,52,"","","",""
"5.243.200.47",4,208,0,0,4,208,"","","",""
"5.243.227.239",1,52,0,0,1,52,"","","",""
"5.246.72.89",2,104,2,104,0,0,"","","",""
"5.248.121.193",1,52,1,52,0,0,"","","",""
"5.250.98.123",1,52,1,52,0,0,"","","",""
"5.252.33.35",13,676,0,0,13,676,"","","",""
"5.252.33.219",1,52,1,52,0,0,"","","",""
"5.252.44.211",1,52,0,0,1,52,"","","",""
"5.252.65.198",1,52,0,0,1,52,"","","",""
"5.252.67.245",1,52,1,52,0,0,"","","",""
"5.252.90.210",17,884,15,780,2,104,"","","",""
"5.252.90.215",1,52,0,0,1,52,"","","",""
"5.252.92.186",1,52,0,0,1,52,"","","",""
"5.252.94.51",1,52,0,0,1,52,"","","",""
"5.252.100.69",3,156,0,0,3,156,"","","",""
"5.252.100.89",1,52,0,0,1,52,"","","",""
"5.252.100.112",1,52,0,0,1,52,"","","",""
"5.252.100.114",1,52,0,0,1,52,"","","",""
"5.252.102.151",1,52,0,0,1,52,"","","",""
"5.252.103.176",2,104,2,104,0,0,"","","",""
"5.252.105.183",7,364,4,208,3,156,"","","",""
"5.252.115.204",1,52,1,52,0,0,"","","",""
"5.252.120.22",1,52,0,0,1,52,"","","",""
"5.252.121.36",6,312,1,52,5,260,"","","",""
"5.252.121.37",2,104,0,0,2,104,"","","",""
"5.252.121.56",2,104,0,0,2,104,"","","",""
"5.252.122.10",2,104,0,0,2,104,"","","",""
"5.252.122.21",2,104,1,52,1,52,"","","",""
"5.252.122.84",1,52,1,52,0,0,"","","",""
"5.252.183.90",1,52,1,52,0,0,"","","",""
"5.252.224.238",1,52,1,52,0,0,"","","",""
"5.253.55.245",1,52,0,0,1,52,"","","",""
"5.253.92.241",1,52,1,52,0,0,"","","",""
"5.253.93.205",2,104,2,104,0,0,"","","",""
"6.98.162.112",6,312,0,0,6,312,"","","",""
"6.98.187.166",6,312,0,0,6,312,"","","",""
"6.138.124.156",1,52,1,52,0,0,"","","",""
"6.164.190.76",1,52,1,52,0,0,"","","",""
"6.178.214.70",2,104,0,0,2,104,"","","",""
"10.6.155.174",1,52,1,52,0,0,"","","",""
"10.12.17.2",1,52,1,52,0,0,"","","",""
"10.27.78.3",1,52,1,52,0,0,"","","",""
"10.27.78.172",1,52,1,52,0,0,"","","",""
"10.27.115.99",5,260,0,0,5,260,"","","",""
"10.74.107.112",2,104,0,0,2,104,"","","",""
"10.75.5.217",1,52,0,0,1,52,"","","",""
"10.76.105.246",1,52,0,0,1,52,"","","",""
"10.77.95.205",4,208,0,0,4,208,"","","",""
"10.78.60.35",2,104,2,104,0,0,"","","",""
"10.79.8.218",1,52,1,52,0,0,"","","",""
"10.199.178.252",1,52,1,52,0,0,"","","",""
"11.64.151.133",1,52,1,52,0,0,"","","",""
"11.78.188.149",1,52,0,0,1,52,"","","",""
"11.91.215.218",1,52,1,52,0,0,"","","",""
"11.103.33.158",2,104,2,104,0,0,"","","",""
"11.158.128.29",1,52,1,52,0,0,"","","",""
"12.35.75.62",2,104,0,0,2,104,"","","",""
"12.35.118.15",10,520,0,0,10,520,"","","",""
"12.44.180.98",1,52,1,52,0,0,"","","",""
"12.45.216.51",1,52,1,52,0,0,"","","",""
"12.122.151.189",1,52,0,0,1,52,"","","",""
"12.253.140.172",9,468,0,0,9,468,"","","",""
"12.253.156.227",1,52,0,0,1,52,"","","",""
"13.1.133.243",1,52,0,0,1,52,"","","",""
"13.1.133.245",1,52,0,0,1,52,"","","",""
"13.1.151.176",1,52,1,52,0,0,"","","",""
"13.1.169.15",20,1040,0,0,20,1040,"","","",""
"13.1.170.194",1,52,0,0,1,52,"","","",""
"13.19.182.21",4,208,0,0,4,208,"","","",""
"13.27.223.133",1,52,0,0,1,52,"","","",""
"13.141.26.121",2,104,0,0,2,104,"","","",""
"13.142.236.123",1,52,1,52,0,0,"","","",""
"13.183.29.205",5,260,0,0,5,260,"","","",""
"13.210.69.197",20,1040,0,0,20,1040,"","","",""
"13.210.248.114",1,52,1,52,0,0,"","","",""
"13.226.237.82",1,52,1,52,0,0,"","","",""
"13.236.86.52",2,104,2,104,0,0,"","","",""
"13.245.91.60",4,208,4,208,0,0,"","","",""
"14.59.215.131",1,52,0,0,1,52,"","","",""
"14.200.11.6",1,52,1,52,0,0,"","","",""
"14.203.0.35",1,52,1,52,0,0,"","","",""
"14.223.222.44",1,52,0,0,1,52,"","","",""
"14.236.193.132",1,52,0,0,1,52,"","","",""
"14.241.19.61",5,260,5,260,0,0,"","","",""
"15.2.29.75",1,52,1,52,0,0,"","","",""
"15.2.29.81",2,104,2,104,0,0,"","","",""
"15.2.29.95",1,52,1,52,0,0,"","","",""
"15.3.214.157",1,52,1,52,0,0,"","","",""
"15.7.61.226",1,52,1,52,0,0,"","","",""
"15.14.126.199",1,52,1,52,0,0,"","","",""
"15.16.241.139",1,52,1,52,0,0,"","","",""
"15.18.25.235",1,52,1,52,0,0,"","","",""
"15.21.140.2",2,104,0,0,2,104,"","","",""
"15.68.15.252",1,52,1,52,0,0,"","","",""
"15.68.87.217",5,260,5,260,0,0,"","","",""
"15.68.187.164",1,52,1,52,0,0,"","","",""
"15.68.191.182",1,52,1,52,0,0,"","","",""
"15.69.249.57",6,312,0,0,6,312,"","","",""
"15.69.253.42",1,52,0,0,1,52,"","","",""
"15.73.0.14",2,104,2,104,0,0,"","","",""
