"Address","Packets","Bytes","Tx Packets","Tx Bytes","Rx Packets","Rx Bytes","Country","City","AS Number","AS Organization"
"1.37.19.252",7,364,0,0,7,364,"","","",""
"1.37.232.241",4,208,0,0,4,208,"","","",""
"1.38.1.47",8,416,0,0,8,416,"","","",""
"1.38.8.221",11,572,0,0,11,572,"","","",""
"1.38.59.94",2,104,0,0,2,104,"","","",""
"1.38.227.188",11,572,0,0,11,572,"","","",""
"1.38.253.226",1,52,0,0,1,52,"","","",""
"1.39.59.83",1,52,0,0,1,52,"","","",""
"1.44.25.240",3,156,0,0,3,156,"","","",""
"1.44.25.242",10,520,0,0,10,520,"","","",""
"1.44.25.246",3,156,0,0,3,156,"","","",""
"1.45.31.178",1,52,0,0,1,52,"","","",""
"1.45.33.80",2,104,0,0,2,104,"","","",""
"1.45.84.233",1,52,0,0,1,52,"","","",""
"1.45.128.251",1,52,0,0,1,52,"","","",""
"1.45.180.91",2,104,0,0,2,104,"","","",""
"1.45.194.210",1,52,0,0,1,52,"","","",""
"1.45.254.22",2,104,0,0,2,104,"","","",""
"1.46.11.91",10,520,0,0,10,520,"","","",""
"1.46.44.230",11,572,0,0,11,572,"","","",""
"1.46.69.87",2,104,0,0,2,104,"","","",""
"1.46.113.142",1,52,0,0,1,52,"","","",""
"1.46.114.152",7,364,0,0,7,364,"","","",""
"1.46.139.220",2,104,0,0,2,104,"","","",""
"1.46.151.1",4,208,0,0,4,208,"","","",""
"1.46.178.151",1,52,0,0,1,52,"","","",""
"1.46.221.199",1,52,0,0,1,52,"","","",""
"1.46.222.9",1,52,0,0,1,52,"","","",""
"1.46.223.20",1,52,0,0,1,52,"","","",""
"1.46.252.198",2,104,0,0,2,104,"","","",""
"1.47.30.149",1,52,0,0,1,52,"","","",""
"1.47.35.164",1,52,0,0,1,52,"","","",""
"1.47.38.193",3,156,0,0,3,156,"","","",""
"1.47.71.50",4,208,0,0,4,208,"","","",""
"1.47.76.203",2,104,0,0,2,104,"","","",""
"1.47.90.215",2,104,0,0,2,104,"","","",""
"1.47.125.54",6,312,0,0,6,312,"","","",""
"1.47.133.220",5,260,0,0,5,260,"","","",""
"1.47.163.25",1,52,0,0,1,52,"","","",""
"1.47.226.4",1,52,0,0,1,52,"","","",""
"1.54.76.182",1,52,1,52,0,0,"","","",""
"1.58.35.0",2,104,0,0,2,104,"","","",""
"1.64.30.154",11,572,0,0,11,572,"","","",""
"1.64.66.17",13,676,0,0,13,676,"","","",""
"1.65.16.203",1,52,0,0,1,52,"","","",""
"1.65.35.186",3,156,0,0,3,156,"","","",""
"1.65.105.239",1,52,0,0,1,52,"","","",""
"1.65.149.28",2,104,0,0,2,104,"","","",""
"1.65.204.137",1,52,0,0,1,52,"","","",""
"1.66.37.196",1,52,0,0,1,52,"","","",""
"1.66.80.105",4,208,0,0,4,208,"","","",""
"1.66.81.18",4,208,0,0,4,208,"","","",""
"1.66.140.24",1,52,0,0,1,52,"","","",""
"1.66.165.11",1,52,0,0,1,52,"","","",""
"1.66.167.108",1,52,0,0,1,52,"","","",""
"1.66.195.217",1,52,0,0,1,52,"","","",""
"1.66.207.207",1,52,0,0,1,52,"","","",""
"1.66.240.9",2,104,0,0,2,104,"","","",""
"1.67.195.231",1,52,0,0,1,52,"","","",""
"1.67.212.106",1,52,0,0,1,52,"","","",""
"1.70.75.26",1,52,1,52,0,0,"","","",""
"1.76.21.95",2,104,0,0,2,104,"","","",""
"1.76.134.40",2,104,0,0,2,104,"","","",""
"1.76.216.95",1,52,0,0,1,52,"","","",""
"1.81.23.146",1,52,0,0,1,52,"","","",""
"1.81.56.123",8,416,0,0,8,416,"","","",""
"1.81.141.128",1,52,0,0,1,52,"","","",""
"1.86.41.33",1,52,0,0,1,52,"","","",""
"1.89.93.21",1,52,0,0,1,52,"","","",""
"1.90.245.211",5,260,0,0,5,260,"","","",""
"1.90.249.189",1,52,0,0,1,52,"","","",""
"1.91.240.167",1,52,0,0,1,52,"","","",""
"1.94.86.234",2,104,2,104,0,0,"","","",""
"1.94.134.116",1,52,0,0,1,52,"","","",""
"1.96.64.11",1,52,0,0,1,52,"","","",""
"1.96.120.6",1,52,0,0,1,52,"","","",""
"1.96.124.136",6,312,0,0,6,312,"","","",""
"1.96.125.66",1,52,0,0,1,52,"","","",""
"1.96.140.10",1,52,1,52,0,0,"","","",""
"1.96.140.215",2,104,0,0,2,104,"","","",""
"1.96.141.73",1,52,0,0,1,52,"","","",""
"1.96.142.199",1,52,0,0,1,52,"","","",""
"1.96.142.202",1,52,0,0,1,52,"","","",""
"1.96.145.18",1,52,0,0,1,52,"","","",""
"1.96.145.140",4,208,0,0,4,208,"","","",""
"1.96.146.68",1,52,0,0,1,52,"","","",""
"1.96.147.5",1,52,0,0,1,52,"","","",""
"1.96.149.45",1,52,0,0,1,52,"","","",""
"1.96.149.57",1,52,0,0,1,52,"","","",""
"1.96.149.73",1,52,0,0,1,52,"","","",""
"1.96.150.11",1,52,0,0,1,52,"","","",""
"1.96.150.103",5,260,0,0,5,260,"","","",""
"1.96.151.142",1,52,0,0,1,52,"","","",""
"1.96.151.197",1,52,0,0,1,52,"","","",""
"1.96.152.168",1,52,0,0,1,52,"","","",""
"1.96.164.249",1,52,0,0,1,52,"","","",""
"1.96.166.164",3,156,0,0,3,156,"","","",""
"1.96.166.173",4,208,0,0,4,208,"","","",""
"1.96.166.181",2,104,0,0,2,104,"","","",""
"1.96.166.184",10,520,0,0,10,520,"","","",""
"1.96.166.199",21,1092,0,0,21,1092,"","","",""
"1.96.166.213",34,1768,0,0,34,1768,"","","",""
"1.96.166.223",2,104,0,0,2,104,"","","",""
"1.96.167.6",3,156,0,0,3,156,"","","",""
"1.96.167.9",17,884,0,0,17,884,"","","",""
"1.96.167.17",7,364,0,0,7,364,"","","",""
"1.96.167.40",7,364,0,0,7,364,"","","",""
"1.96.167.54",17,884,0,0,17,884,"","","",""
"1.96.167.56",3,156,0,0,3,156,"","","",""
"1.96.167.70",6,312,0,0,6,312,"","","",""
"1.96.167.79",46,2392,0,0,46,2392,"","","",""
"1.96.167.92",3,156,0,0,3,156,"","","",""
"1.96.167.103",5,260,0,0,5,260,"","","",""
"1.96.167.106",1,52,0,0,1,52,"","","",""
"1.96.167.113",1,52,0,0,1,52,"","","",""
"1.96.167.122",10,520,0,0,10,520,"","","",""
"1.96.167.150",1,52,0,0,1,52,"","","",""
"1.96.167.164",2,104,0,0,2,104,"","","",""
"1.96.167.187",1,52,0,0,1,52,"","","",""
"1.96.167.199",4,208,0,0,4,208,"","","",""
"1.96.167.202",12,624,0,0,12,624,"","","",""
"1.96.167.214",3,156,0,0,3,156,"","","",""
"1.96.167.218",1,52,0,0,1,52,"","","",""
"1.96.167.230",46,2392,0,0,46,2392,"","","",""
"1.96.167.236",26,1352,0,0,26,1352,"","","",""
"1.96.167.240",21,1092,0,0,21,1092,"","","",""
"1.96.167.250",3,156,0,0,3,156,"","","",""
"1.96.185.111",1,52,0,0,1,52,"","","",""
"1.96.185.229",1,52,0,0,1,52,"","","",""
"1.96.192.38",4,208,0,0,4,208,"","","",""
"1.96.192.40",1,52,0,0,1,52,"","","",""
"1.96.192.48",5,260,0,0,5,260,"","","",""
"1.96.193.90",1,52,0,0,1,52,"","","",""
"1.96.193.238",1,52,0,0,1,52,"","","",""
"1.96.194.14",1,52,0,0,1,52,"","","",""
"1.96.194.53",1,52,0,0,1,52,"","","",""
"1.96.195.11",1,52,0,0,1,52,"","","",""
"1.96.223.146",1,52,0,0,1,52,"","","",""
"1.96.223.181",1,52,0,0,1,52,"","","",""
"1.96.223.185",20,1040,0,0,20,1040,"","","",""
"1.96.223.210",2,104,0,0,2,104,"","","",""
"1.96.244.198",10,520,0,0,10,520,"","","",""
"1.96.244.239",1,52,0,0,1,52,"","","",""
"1.96.244.243",2,104,0,0,2,104,"","","",""
"1.96.244.249",1,52,0,0,1,52,"","","",""
"1.96.245.58",2,104,0,0,2,104,"","","",""
"1.96.245.130",2,104,0,0,2,104,"","","",""
"1.96.245.250",1,52,0,0,1,52,"","","",""
"1.96.246.60",4,208,0,0,4,208,"","","",""
"1.96.247.148",2,104,0,0,2,104,"","","",""
"1.96.247.174",1,52,0,0,1,52,"","","",""
"1.100.5.54",1,52,0,0,1,52,"","","",""
"1.101.127.52",3,156,0,0,3,156,"","","",""
"1.102.34.131",1,52,0,0,1,52,"","","",""
"1.102.36.89",5,260,0,0,5,260,"","","",""
"1.102.41.14",2,104,0,0,2,104,"","","",""
"1.102.43.1",2,104,0,0,2,104,"","","",""
"1.102.46.208",11,572,0,0,11,572,"","","",""
"1.102.63.55",1,52,0,0,1,52,"","","",""
"1.102.63.89",3,156,0,0,3,156,"","","",""
"1.102.63.117",1,52,0,0,1,52,"","","",""
"1.102.64.151",1,52,0,0,1,52,"","","",""
"1.102.65.228",1,52,0,0,1,52,"","","",""
"1.102.67.158",1,52,0,0,1,52,"","","",""
"1.102.71.159",1,52,0,0,1,52,"","","",""
"1.102.71.176",1,52,0,0,1,52,"","","",""
"1.102.79.121",1,52,0,0,1,52,"","","",""
"1.102.80.237",3,156,0,0,3,156,"","","",""
"1.102.84.30",1,52,0,0,1,52,"","","",""
"1.102.86.90",1,52,0,0,1,52,"","","",""
"1.102.96.125",1,52,0,0,1,52,"","","",""
"1.102.100.56",1,52,0,0,1,52,"","","",""
"1.102.113.28",1,52,0,0,1,52,"","","",""
"1.102.119.84",1,52,0,0,1,52,"","","",""
"1.102.120.127",1,52,0,0,1,52,"","","",""
"1.102.120.175",4,208,0,0,4,208,"","","",""
"1.102.209.134",1,52,0,0,1,52,"","","",""
"1.102.211.64",1,52,0,0,1,52,"","","",""
"1.102.217.161",1,52,0,0,1,52,"","","",""
"1.102.246.202",1,52,0,0,1,52,"","","",""
"1.103.139.4",3,156,0,0,3,156,"","","",""
"1.103.156.233",1,52,0,0,1,52,"","","",""
"1.103.169.235",5,260,0,0,5,260,"","","",""
"1.107.65.83",1,52,0,0,1,52,"","","",""
"1.107.73.54",1,52,0,0,1,52,"","","",""
"1.107.79.237",2,104,0,0,2,104,"","","",""
"1.107.82.91",1,52,0,0,1,52,"","","",""
"1.107.96.162",2,104,0,0,2,104,"","","",""
"1.107.105.58",3,156,0,0,3,156,"","","",""
"1.107.112.47",2,104,0,0,2,104,"","","",""
"1.107.113.144",2,104,0,0,2,104,"","","",""
"1.107.168.43",1,52,0,0,1,52,"","","",""
"1.107.168.103",1,52,0,0,1,52,"","","",""
"1.107.192.58",3,156,0,0,3,156,"","","",""
"1.108.65.99",12,624,12,624,0,0,"","","",""
"1.108.65.231",1,52,1,52,0,0,"","","",""
"1.108.65.253",5,260,5,260,0,0,"","","",""
"1.108.124.178",1,52,1,52,0,0,"","","",""
"1.108.124.181",1,52,1,52,0,0,"","","",""
"1.108.124.183",1,52,1,52,0,0,"","","",""
"1.108.124.228",44,2288,44,2288,0,0,"","","",""
"1.108.195.223",1,52,0,0,1,52,"","","",""
"1.108.196.180",2,104,0,0,2,104,"","","",""
"1.108.196.254",2,104,0,0,2,104,"","","",""
"1.108.197.52",1,52,0,0,1,52,"","","",""
"1.108.197.210",44,2288,0,0,44,2288,"","","",""
"1.108.197.231",12,624,0,0,12,624,"","","",""
"1.108.198.108",2,104,0,0,2,104,"","","",""
"1.108.198.118",2,104,0,0,2,104,"","","",""
"1.108.200.20",1,52,0,0,1,52,"","","",""
"1.108.201.6",1,52,0,0,1,52,"","","",""
"1.108.201.7",1,52,0,0,1,52,"","","",""
"1.108.202.165",2,104,0,0,2,104,"","","",""
"1.108.203.123",1,52,0,0,1,52,"","","",""
"1.108.204.191",1,52,0,0,1,52,"","","",""
"1.108.207.243",1,52,0,0,1,52,"","","",""
"1.110.78.65",1,52,0,0,1,52,"","","",""
"1.110.129.248",1,52,0,0,1,52,"","","",""
"1.110.203.50",1,52,0,0,1,52,"","","",""
"1.110.251.196",5,260,0,0,5,260,"","","",""
"1.111.21.222",23,1196,0,0,23,1196,"","","",""
"1.111.61.86",13,676,0,0,13,676,"","","",""
"1.111.152.196",1,52,0,0,1,52,"","","",""
"1.111.190.246",1,52,0,0,1,52,"","","",""
"1.111.223.200",7,364,0,0,7,364,"","","",""
"1.111.224.19",1,52,0,0,1,52,"","","",""
"1.117.0.188",1,52,1,52,0,0,"","","",""
"1.122.17.216",2,104,2,104,0,0,"","","",""
"1.122.31.159",1,52,0,0,1,52,"","","",""
"1.124.0.172",2,104,0,0,2,104,"","","",""
"1.124.6.80",1,52,0,0,1,52,"","","",""
"1.124.32.133",1,52,0,0,1,52,"","","",""
"1.124.82.192",1,52,0,0,1,52,"","","",""
"1.124.94.44",1,52,0,0,1,52,"","","",""
"1.124.101.189",2,104,0,0,2,104,"","","",""
"1.124.102.210",1,52,0,0,1,52,"","","",""
"1.124.109.24",1,52,0,0,1,52,"","","",""
"1.124.110.153",1,52,0,0,1,52,"","","",""
"1.124.116.237",2,104,0,0,2,104,"","","",""
"1.124.120.162",13,676,0,0,13,676,"","","",""
"1.124.127.94",1,52,0,0,1,52,"","","",""
"1.124.151.14",1,52,0,0,1,52,"","","",""
"1.124.176.44",1,52,0,0,1,52,"","","",""
"1.124.186.59",3,156,0,0,3,156,"","","",""
"1.124.227.113",3,156,0,0,3,156,"","","",""
"1.124.240.1",4,208,0,0,4,208,"","","",""
"1.127.64.8",3,156,0,0,3,156,"","","",""
"1.127.84.179",12,624,0,0,12,624,"","","",""
"1.127.117.23",2,104,2,104,0,0,"","","",""
"1.134.197.223",1,52,0,0,1,52,"","","",""
"1.144.31.107",1,52,0,0,1,52,"","","",""
"1.144.33.49",5,260,0,0,5,260,"","","",""
"1.144.88.7",3,156,0,0,3,156,"","","",""
"1.144.219.146",6,312,0,0,6,312,"","","",""
"1.144.227.199",1,52,0,0,1,52,"","","",""
"1.145.36.153",1,52,0,0,1,52,"","","",""
"1.145.175.142",10,520,0,0,10,520,"","","",""
"1.145.219.97",2,104,0,0,2,104,"","","",""
"1.146.20.150",1,52,0,0,1,52,"","","",""
"1.146.93.42",1,52,0,0,1,52,"","","",""
"1.146.211.17",1,52,0,0,1,52,"","","",""
"1.146.220.28",1,52,0,0,1,52,"","","",""
"1.146.253.220",1,52,0,0,1,52,"","","",""
"1.147.38.163",1,52,0,0,1,52,"","","",""
"1.147.57.36",11,572,0,0,11,572,"","","",""
"1.148.88.65",1,52,0,0,1,52,"","","",""
"1.150.38.64",11,572,0,0,11,572,"","","",""
"1.150.171.21",4,208,0,0,4,208,"","","",""
"1.152.33.192",1,52,0,0,1,52,"","","",""
"1.152.76.16",1,52,0,0,1,52,"","","",""
"1.152.234.8",1,52,0,0,1,52,"","","",""
"1.153.36.190",2,104,0,0,2,104,"","","",""
"1.153.51.213",1,52,0,0,1,52,"","","",""
"1.153.64.19",1,52,0,0,1,52,"","","",""
"1.154.10.132",1,52,0,0,1,52,"","","",""
"1.154.40.108",4,208,0,0,4,208,"","","",""
"1.154.41.91",2,104,0,0,2,104,"","","",""
"1.154.63.204",3,156,0,0,3,156,"","","",""
"1.155.61.162",6,312,0,0,6,312,"","","",""
"1.155.244.58",1,52,0,0,1,52,"","","",""
"1.158.17.123",4,208,0,0,4,208,"","","",""
"3.33.245.202",1,52,1,52,0,0,"","","",""
"3.40.141.102",1,52,0,0,1,52,"","","",""
"3.40.163.21",1,52,0,0,1,52,"","","",""
"3.41.250.19",1,52,0,0,1,52,"","","",""
"3.132.4.77",1,52,0,0,1,52,"","","",""
"3.132.13.90",1,52,0,0,1,52,"","","",""
"3.132.84.202",2,104,0,0,2,104,"","","",""
"3.132.206.106",1,52,0,0,1,52,"","","",""
"3.132.221.90",3,156,0,0,3,156,"","","",""
"3.133.7.62",1,52,0,0,1,52,"","","",""
"3.133.21.49",2,104,0,0,2,104,"","","",""
"3.133.52.60",2,104,0,0,2,104,"","","",""
"3.133.60.177",4,208,0,0,4,208,"","","",""
"3.133.151.252",2,104,0,0,2,104,"","","",""
"3.136.109.155",1,52,0,0,1,52,"","","",""
"3.137.145.2",3,156,0,0,3,156,"","","",""
"3.137.145.93",1,52,0,0,1,52,"","","",""
"3.137.151.174",3,156,0,0,3,156,"","","",""
"3.137.151.217",3,156,0,0,3,156,"","","",""
"3.138.37.218",1,52,0,0,1,52,"","","",""
"3.138.254.94",1,52,0,0,1,52,"","","",""
"3.139.30.214",1,52,0,0,1,52,"","","",""
"3.139.111.99",1,52,0,0,1,52,"","","",""
"3.139.138.118",1,52,0,0,1,52,"","","",""
"3.139.144.67",1,52,0,0,1,52,"","","",""
"3.139.202.128",1,52,0,0,1,52,"","","",""
"3.139.254.247",3,156,0,0,3,156,"","","",""
"3.150.72.197",3,156,0,0,3,156,"","","",""
"3.150.201.96",4,208,0,0,4,208,"","","",""
"3.151.19.55",1,52,0,0,1,52,"","","",""
"3.151.82.1",1,52,0,0,1,52,"","","",""
"3.151.196.227",1,52,0,0,1,52,"","","",""
"3.151.243.96",1,52,0,0,1,52,"","","",""
"3.159.218.84",3,156,0,0,3,156,"","","",""
"3.218.216.93",4,208,4,208,0,0,"","","",""
"3.218.227.240",1,52,1,52,0,0,"","","",""
"3.220.137.114",5,260,0,0,5,260,"","","",""
"3.236.3.68",2,104,0,0,2,104,"","","",""
"3.236.85.95",3,156,0,0,3,156,"","","",""
"3.236.195.97",1,52,0,0,1,52,"","","",""
"3.237.155.163",1,52,0,0,1,52,"","","",""
"3.237.235.116",1,52,0,0,1,52,"","","",""
"3.238.220.48",1,52,0,0,1,52,"","","",""
"3.238.242.102",4,208,0,0,4,208,"","","",""
"3.239.43.225",1,52,0,0,1,52,"","","",""
"3.239.133.209",1,52,0,0,1,52,"","","",""
"3.239.237.204",1,52,0,0,1,52,"","","",""
"3.248.0.30",1,52,0,0,1,52,"","","",""
"3.249.0.249",3,156,0,0,3,156,"","","",""
"3.249.0.250",1,52,0,0,1,52,"","","",""
"3.249.2.32",1,52,0,0,1,52,"","","",""
"3.249.2.144",1,52,0,0,1,52,"","","",""
"3.249.2.160",1,52,0,0,1,52,"","","",""
"3.249.2.225",1,52,0,0,1,52,"","","",""
"3.249.3.45",3,156,0,0,3,156,"","","",""
"3.249.3.66",2,104,0,0,2,104,"","","",""
"3.249.26.9",1,52,0,0,1,52,"","","",""
"3.249.128.102",1,52,0,0,1,52,"","","",""
"3.250.35.244",1,52,0,0,1,52,"","","",""
"3.250.61.167",1,52,0,0,1,52,"","","",""
"3.250.113.80",4,208,0,0,4,208,"","","",""
"3.250.132.241",2,104,0,0,2,104,"","","",""
"3.251.9.162",2,104,0,0,2,104,"","","",""
"3.251.45.23",2,104,0,0,2,104,"","","",""
"3.251.120.80",1,52,0,0,1,52,"","","",""
"3.251.148.207",2,104,0,0,2,104,"","","",""
"3.252.13.100",1,52,0,0,1,52,"","","",""
"3.252.250.122",1,52,0,0,1,52,"","","",""
"3.253.33.212",44,2288,0,0,44,2288,"","","",""
"3.253.98.47",1,52,0,0,1,52,"","","",""
"3.253.110.137",1,52,0,0,1,52,"","","",""
"3.253.138.182",1,52,0,0,1,52,"","","",""
"3.253.185.42",1,52,0,0,1,52,"","","",""
"3.253.187.77",1,52,0,0,1,52,"","","",""
"3.253.234.116",1,52,0,0,1,52,"","","",""
"3.253.251.74",1,52,0,0,1,52,"","","",""
"3.254.0.0",1,52,0,0,1,52,"","","",""
"3.254.16.191",2,104,0,0,2,104,"","","",""
"3.255.88.112",1,52,0,0,1,52,"","","",""
"5.113.169.165",1,52,1,52,0,0,"","","",""
"5.207.250.68",5,260,2,104,3,156,"","","",""
"5.228.42.42",2,104,0,0,2,104,"","","",""
"5.228.168.241",1,52,1,52,0,0,"","","",""
"5.228.175.218",1,52,0,0,1,52,"","","",""
"5.228.176.168",1,52,0,0,1,52,"","","",""
"5.228.234.197",1,52,0,0,1,52,"","","",""
"5.229.230.226",1,52,1,52,0,0,"","","",""
"5.231.18.42",1,52,1,52,0,0,"","","",""
"5.231.18.144",21,1092,21,1092,0,0,"","","",""
"5.231.18.206",10,520,10,520,0,0,"","","",""
"5.231.18.218",52,2704,52,2704,0,0,"","","",""
"5.231.39.6",2,104,2,104,0,0,"","","",""
"5.231.39.37",1,52,1,52,0,0,"","","",""
"5.231.61.77",2,104,2,104,0,0,"","","",""
"5.231.81.82",34,1768,34,1768,0,0,"","","",""
"5.231.81.101",10,520,10,520,0,0,"","","",""
"5.231.81.183",3,156,3,156,0,0,"","","",""
"5.231.82.46",1,52,1,52,0,0,"","","",""
"5.231.82.102",2,104,2,104,0,0,"","","",""
"5.231.83.126",2,104,2,104,0,0,"","","",""
"5.240.49.210",1,52,0,0,1,52,"","","",""
"5.240.49.228",1,52,0,0,1,52,"","","",""
"5.240.144.4",4,208,0,0,4,208,"","","",""
"5.240.197.109",1,52,0,0,1,52,"","","",""
"5.241.60.66",3,156,0,0,3,156,"","","",""
"5.241.121.56",3,156,0,0,3,156,"","","",""
"5.241.211.46",2,104,0,0,2,104,"","","",""
"5.243.18.224",1,52,0,0,1,52,"","","",""
"5.243.61.114",2,104,0,0,2,104,"","","",""
"5.243.231.187",1,52,0,0,1,52,"","","",""
"5.252.32.93",4,208,4,208,0,0,"","","",""
"5.252.33.35",12,624,0,0,12,624,"","","",""
"5.252.42.107",1,52,1,52,0,0,"","","",""
"5.252.44.211",8,416,0,0,8,416,"","","",""
"5.252.67.245",3,156,2,104,1,52,"","","",""
"5.252.72.15",2,104,2,104,0,0,"","","",""
"5.252.82.121",1,52,0,0,1,52,"","","",""
"5.252.90.210",11,572,1,52,10,520,"","","",""
"5.252.90.215",6,312,0,0,6,312,"","","",""
"5.252.98.87",1,52,0,0,1,52,"","","",""
"5.252.100.69",3,156,0,0,3,156,"","","",""
"5.252.100.89",6,312,0,0,6,312,"","","",""
"5.252.101.66",1,52,0,0,1,52,"","","",""
"5.252.104.64",1,52,1,52,0,0,"","","",""
"5.252.105.183",2,104,2,104,0,0,"","","",""
"5.252.113.6",2,104,0,0,2,104,"","","",""
"5.252.115.201",1,52,0,0,1,52,"","","",""
"5.252.121.55",4,208,0,0,4,208,"","","",""
"5.252.121.56",1,52,0,0,1,52,"","","",""
"5.252.121.57",2,104,1,52,1,52,"","","",""
"5.252.121.63",3,156,1,52,2,104,"","","",""
"5.252.121.247",1,52,1,52,0,0,"","","",""
"5.252.122.10",2,104,2,104,0,0,"","","",""
"5.252.122.40",1,52,0,0,1,52,"","","",""
"5.252.122.84",3,156,2,104,1,52,"","","",""
"5.253.88.225",1,52,1,52,0,0,"","","",""
"5.253.92.241",1,52,1,52,0,0,"","","",""
"6.19.195.136",3,156,0,0,3,156,"","","",""
"6.98.163.63",1,52,0,0,1,52,"","","",""
"6.98.165.164",1,52,0,0,1,52,"","","",""
"6.98.177.43",18,936,0,0,18,936,"","","",""
"10.27.30.61",7,364,0,0,7,364,"","","",""
"10.27.115.98",3,156,1,52,2,104,"","","",""
"10.38.38.241",4,208,0,0,4,208,"","","",""
"10.77.95.205",14,728,0,0,14,728,"","","",""
"10.77.101.241",1,52,1,52,0,0,"","","",""
"10.97.82.116",10,520,0,0,10,520,"","","",""
"10.121.150.119",3,156,0,0,3,156,"","","",""
"10.162.243.217",1,52,0,0,1,52,"","","",""
"10.169.174.86",2,104,0,0,2,104,"","","",""
"11.98.140.28",1,52,0,0,1,52,"","","",""
"11.161.74.41",3,156,0,0,3,156,"","","",""
"11.171.81.56",1,52,1,52,0,0,"","","",""
"12.43.99.244",1,52,1,52,0,0,"","","",""
"12.122.151.189",2,104,0,0,2,104,"","","",""
"12.237.6.248",2,104,2,104,0,0,"","","",""
"12.238.148.40",2,104,2,104,0,0,"","","",""
"12.242.253.169",1,52,0,0,1,52,"","","",""
"12.246.197.3",1,52,0,0,1,52,"","","",""
"12.253.156.74",1,52,0,0,1,52,"","","",""
"13.1.79.104",2,104,2,104,0,0,"","","",""
"13.19.47.147",2,104,0,0,2,104,"","","",""
"13.24.35.24",4,208,0,0,4,208,"","","",""
"13.44.24.164",1,52,0,0,1,52,"","","",""
"13.120.199.240",1,52,1,52,0,0,"","","",""
"13.131.120.167",1,52,1,52,0,0,"","","",""
"13.134.47.142",2,104,2,104,0,0,"","","",""
"13.138.229.249",6,312,0,0,6,312,"","","",""
"13.141.26.121",4,208,0,0,4,208,"","","",""
"13.210.248.114",3,156,3,156,0,0,"","","",""
"13.226.237.82",1,52,1,52,0,0,"","","",""
"13.234.24.62",1,52,0,0,1,52,"","","",""
"13.236.86.52",10,520,10,520,0,0,"","","",""
"13.238.72.26",1,52,1,52,0,0,"","","",""
"13.245.91.60",33,1716,33,1716,0,0,"","","",""
"14.104.192.114",1,52,0,0,1,52,"","","",""
"14.157.61.177",6,312,0,0,6,312,"","","",""
"14.236.193.132",1,52,0,0,1,52,"","","",""
"14.241.19.61",1,52,1,52,0,0,"","","",""
"15.2.29.160",1,52,1,52,0,0,"","","",""
"15.2.29.207",1,52,1,52,0,0,"","","",""
